ID,usd_goal_real,diff_days,deadline_year,deadline_month,deadline_day,deadline_weekday,launched_year,launched_month,launched_day,launched_weekday,country_recoded,main_category_recoded,subcategory_recoded,recoded_target
1741193511,1000.0,21,2015,5,12,1,2015,4,21,1,22,8,106,0
377759812,1000.0,30,2014,3,28,4,2014,2,26,2,22,5,52,1
1080679390,3000.0,30,2012,8,17,4,2012,7,18,2,22,10,125,0
728902333,20000.0,30,2015,12,19,5,2015,11,19,3,22,12,95,0
889358469,1000.0,26,2012,8,29,2,2012,8,3,4,22,0,28,0
1222643766,10000.0,30,2016,3,2,2,2016,2,1,0,22,13,138,0
1421439605,1500.0,42,2012,10,20,5,2012,9,8,5,22,0,114,1
577615667,11931.28,45,2017,7,29,5,2017,6,14,2,3,8,106,1
1373540320,8731.24,60,2016,1,9,5,2015,11,10,1,8,12,115,1
1489235877,5000.0,91,2011,5,9,0,2011,2,7,0,22,6,55,0
